,year,month,day,hour,PM2.5,temperature,pressure,rain,wind_speed,wind_direction
229,2013.0,3.0,10.0,14.0,28.0,284.4,1019.0,0.0,4.0,11
230,2013.0,3.0,10.0,15.0,37.0,284.3,1018.7,0.0,1.569267569146752,12
231,2013.0,3.0,10.0,16.0,36.0,283.4,1018.3,0.0,4.1,12
232,2013.0,3.0,10.0,17.0,38.0,282.1,1018.2,0.0,1.569267569146752,11
233,2013.0,3.0,10.0,18.0,44.0,281.2,1018.5,0.0,2.6,11
234,2013.0,3.0,10.0,19.0,60.0,280.7,1018.8,0.0,2.3,11
235,2013.0,3.0,10.0,20.0,70.0,280.4,1018.8,0.0,3.5,8
236,2013.0,3.0,10.0,21.0,64.0,279.5,1018.9,0.0,2.7,11
237,2013.0,3.0,10.0,22.0,70.0,278.9,1018.5,0.0,2.4,12
238,2013.0,3.0,10.0,23.0,81.0,276.0,1018.7,0.0,0.9,11
239,2013.0,3.0,11.0,0.0,90.0,273.3,1018.5,0.0,1.4,12
240,2013.0,3.0,11.0,1.0,95.0,272.3,1018.0,0.0,0.7,12
241,2013.0,3.0,11.0,2.0,95.0,271.3,1017.4,0.0,0.5,14
242,2013.0,3.0,11.0,3.0,96.0,270.9,1017.2,0.0,0.6,3
243,2013.0,3.0,11.0,4.0,97.0,271.4,1016.9,0.0,1.1,5
244,2013.0,3.0,11.0,5.0,106.0,270.7,1016.9,0.0,0.1,9
245,2013.0,3.0,11.0,6.0,114.0,270.9,1017.0,0.0,0.9,4
246,2013.0,3.0,11.0,7.0,112.0,274.3,1017.4,0.0,1.9,5
247,2013.0,3.0,11.0,8.0,113.0,276.1,1017.5,0.0,1.8,4
248,2013.0,3.0,11.0,9.0,120.0,277.6,1016.8,0.0,1.8,4
249,2013.0,3.0,11.0,10.0,141.0,279.7,1016.0,0.0,1.4,5
250,2013.0,3.0,11.0,11.0,140.0,280.6,1015.0,0.0,1.3,3
251,2013.0,3.0,11.0,12.0,149.0,282.7,1013.4,0.0,1.6,6
252,2013.0,3.0,11.0,13.0,150.0,284.3,1012.3,0.0,3.5,8
253,2013.0,3.0,11.0,14.0,114.0,284.4,1010.9,0.0,2.5,10
254,2013.0,3.0,11.0,15.0,106.0,283.7,1010.3,0.0,2.1,11
255,2013.0,3.0,11.0,16.0,113.0,283.4,1009.5,0.0,3.4,11
256,2013.0,3.0,11.0,17.0,132.0,282.7,1009.7,0.0,2.1,11
257,2013.0,3.0,11.0,18.0,149.0,282.7,1009.8,0.0,2.0,8
258,2013.0,3.0,11.0,19.0,144.0,282.6,1010.0,0.0,1.5,8
259,2013.0,3.0,11.0,20.0,156.0,282.8,1010.4,0.0,1.3,10
260,2013.0,3.0,11.0,21.0,174.0,282.6,1009.8,0.0,1.5,11
261,2013.0,3.0,11.0,22.0,152.0,282.3,1009.2,0.0,1.5,11
262,2013.0,3.0,11.0,23.0,113.0,281.6,1008.0,0.0,1.1,10
263,2013.0,3.0,12.0,0.0,89.0,279.3,1007.5,0.0,1.0,14
264,2013.0,3.0,12.0,1.0,106.0,277.8,1006.8,0.0,0.0,10
265,2013.0,3.0,12.0,2.0,125.0,278.3,1005.8,0.0,0.2,2
266,2013.0,3.0,12.0,3.0,117.0,279.4,1005.8,0.1,2.2,3
267,2013.0,3.0,12.0,4.0,112.0,277.3,1006.3,0.4,0.9,0
268,2013.0,3.0,12.0,5.0,140.0,277.7,1006.1,0.1,1.3,5
269,2013.0,3.0,12.0,6.0,146.0,277.1,1006.2,0.9,1.0,13
270,2013.0,3.0,12.0,7.0,115.0,276.5,1006.9,0.9,1.4,7
271,2013.0,3.0,12.0,8.0,120.0,276.1,1006.9,0.4,1.5,3
272,2013.0,3.0,12.0,9.0,116.0,276.4,1006.6,0.0,1.3,5
273,2013.0,3.0,12.0,10.0,123.0,276.7,1006.8,0.0,0.9,3
274,2013.0,3.0,12.0,11.0,130.0,277.4,1006.5,0.0,1.4,5
275,2013.0,3.0,12.0,12.0,132.0,277.8,1006.8,0.0,1.5,3
276,2013.0,3.0,12.0,13.0,129.0,278.3,1006.6,0.1,1.8,4
277,2013.0,3.0,12.0,14.0,139.0,278.6,1007.1,0.0,1.6,5
278,2013.0,3.0,12.0,15.0,135.0,279.4,1007.6,0.0,1.5,3
279,2013.0,3.0,12.0,16.0,133.0,279.6,1008.1,0.0,0.6,8
280,2013.0,3.0,12.0,17.0,141.0,279.4,1009.4,0.0,1.4,0
281,2013.0,3.0,12.0,18.0,124.0,278.8,1011.1,0.0,0.4,0
282,2013.0,3.0,12.0,19.0,137.0,276.3,1012.5,0.0,0.5,15
283,2013.0,3.0,12.0,20.0,160.0,275.9,1014.1,0.0,0.7,3
284,2013.0,3.0,12.0,21.0,140.0,276.6,1015.5,0.0,0.8,5
285,2013.0,3.0,12.0,22.0,88.0,274.9,1016.7,0.0,1.2,3
286,2013.0,3.0,12.0,23.0,50.0,276.8,1017.7,0.0,0.9,5
287,2013.0,3.0,13.0,0.0,22.0,276.4,1018.5,0.0,0.9,6
288,2013.0,3.0,13.0,1.0,10.0,275.7,1018.9,0.0,2.1,5
289,2013.0,3.0,13.0,2.0,10.0,275.8,1019.3,0.0,2.4,3
290,2013.0,3.0,13.0,3.0,7.0,275.4,1019.7,0.0,1.3,3
291,2013.0,3.0,13.0,4.0,11.0,273.3,1020.5,0.0,0.9,7
292,2013.0,3.0,13.0,5.0,3.0,272.1,1021.0,0.0,0.9,5
293,2013.0,3.0,13.0,6.0,3.0,273.8,1022.2,0.0,1.6,5
294,2013.0,3.0,13.0,7.0,3.0,276.7,1023.3,0.0,2.9,5
295,2013.0,3.0,13.0,8.0,8.0,277.8,1024.6,0.0,3.3,5
296,2013.0,3.0,13.0,9.0,20.0,278.5,1025.2,0.0,3.9,1
297,2013.0,3.0,13.0,10.0,16.0,279.4,1025.2,0.0,2.6,1
298,2013.0,3.0,13.0,11.0,14.0,279.6,1024.4,0.0,3.6,4
299,2013.0,3.0,13.0,12.0,12.0,280.6,1023.7,0.0,3.5,1
300,2013.0,3.0,13.0,13.0,17.0,281.5,1022.9,0.0,2.3,0
301,2013.0,3.0,13.0,14.0,15.0,282.5,1022.2,0.0,1.6,4
302,2013.0,3.0,13.0,15.0,3.0,282.7,1021.7,0.0,2.0,12
303,2013.0,3.0,13.0,16.0,3.0,282.1,1021.9,0.0,1.8,8
304,2013.0,3.0,13.0,17.0,3.0,280.1,1022.3,0.0,2.7,11
305,2013.0,3.0,13.0,18.0,23.0,279.1,1022.8,0.0,2.5,11
306,2013.0,3.0,13.0,19.0,31.0,278.5,1023.5,0.0,1.5,8
307,2013.0,3.0,13.0,20.0,37.0,278.0,1023.7,0.0,2.9,11
308,2013.0,3.0,13.0,21.0,35.0,277.8,1024.0,0.0,3.2,11
309,2013.0,3.0,13.0,22.0,37.0,277.0,1023.8,0.0,3.2,11
310,2013.0,3.0,13.0,23.0,42.0,275.9,1024.1,0.0,2.3,8
311,2013.0,3.0,14.0,0.0,62.0,275.5,1024.2,0.0,2.4,11
312,2013.0,3.0,14.0,1.0,71.0,274.6,1024.5,0.0,1.0,11
313,2013.0,3.0,14.0,2.0,60.0,274.3,1023.9,0.0,1.5,11
314,2013.0,3.0,14.0,3.0,65.0,272.9,1023.8,0.0,0.5,14
315,2013.0,3.0,14.0,4.0,49.0,272.5,1023.9,0.0,2.4,4
316,2013.0,3.0,14.0,5.0,72.0,272.2,1024.3,0.0,1.9,5
317,2013.0,3.0,14.0,6.0,73.0,272.2,1024.3,0.0,2.2,5
318,2013.0,3.0,14.0,7.0,69.0,272.6,1024.6,0.0,2.1,4
319,2013.0,3.0,14.0,8.0,72.0,273.5,1024.9,0.0,2.3,7
320,2013.0,3.0,14.0,9.0,84.0,275.2,1024.3,0.0,1.5,7
321,2013.0,3.0,14.0,10.0,101.0,276.9,1023.4,0.0,1.7,15
322,2013.0,3.0,14.0,11.0,111.0,278.5,1022.3,0.0,1.2,8
323,2013.0,3.0,14.0,12.0,97.0,280.2,1021.3,0.0,3.4,12
324,2013.0,3.0,14.0,13.0,104.0,281.7,1020.0,0.0,3.3,8
325,2013.0,3.0,14.0,14.0,108.0,282.9,1019.4,0.0,3.8,11
326,2013.0,3.0,14.0,15.0,105.0,282.3,1018.7,0.0,3.2,8
327,2013.0,3.0,14.0,16.0,105.0,281.6,1018.1,0.0,3.1,11
328,2013.0,3.0,14.0,17.0,106.0,280.6,1018.3,0.0,3.5,11
329,2013.0,3.0,14.0,18.0,115.0,279.8,1018.4,0.0,1.6,11
330,2013.0,3.0,14.0,19.0,119.0,279.2,1018.4,0.0,1.3,8
331,2013.0,3.0,14.0,20.0,115.0,278.9,1018.3,0.0,1.3,11
332,2013.0,3.0,14.0,21.0,119.0,276.5,1018.4,0.0,0.6,14
333,2013.0,3.0,14.0,22.0,140.0,274.4,1018.2,0.0,0.0,9
334,2013.0,3.0,14.0,23.0,162.0,274.6,1017.7,0.0,1.1,1
335,2013.0,3.0,15.0,0.0,165.0,275.3,1017.8,0.0,1.2,4
336,2013.0,3.0,15.0,1.0,180.0,275.4,1017.4,0.0,1.8,4
337,2013.0,3.0,15.0,2.0,183.0,275.0,1016.6,0.0,1.1,4
338,2013.0,3.0,15.0,3.0,182.0,274.5,1016.3,0.0,1.6,4
339,2013.0,3.0,15.0,4.0,173.0,274.0,1016.2,0.0,0.8,4
340,2013.0,3.0,15.0,5.0,166.0,273.7,1016.1,0.0,1.2,4
341,2013.0,3.0,15.0,6.0,163.0,273.6,1016.0,0.0,1.2,4
342,2013.0,3.0,15.0,7.0,137.0,275.4,1016.3,0.0,1.0,5
343,2013.0,3.0,15.0,8.0,164.0,277.2,1016.5,0.0,1.4,4
344,2013.0,3.0,15.0,9.0,172.0,279.4,1015.9,0.0,1.4,5
345,2013.0,3.0,15.0,10.0,173.0,281.1,1015.1,0.0,1.6,9
346,2013.0,3.0,15.0,11.0,3.0,282.0,1014.2,0.0,1.4,6
347,2013.0,3.0,15.0,12.0,110.0,283.3,1013.2,0.0,1.6,15
372,2013.0,3.0,16.0,13.0,183.0,287.1,1017.5,0.0,2.5,11
373,2013.0,3.0,16.0,14.0,166.0,287.5,1016.6,0.0,2.1,8
374,2013.0,3.0,16.0,15.0,150.0,286.6,1015.6,0.0,2.0,8
375,2013.0,3.0,16.0,16.0,165.0,285.9,1015.1,0.0,1.9,8
376,2013.0,3.0,16.0,17.0,185.0,285.4,1014.8,0.0,2.1,8
378,2013.0,3.0,16.0,19.0,188.0,283.8,1014.7,0.0,1.2,8
379,2013.0,3.0,16.0,20.0,197.0,283.0,1014.6,0.0,1.6,8
383,2013.0,3.0,17.0,0.0,166.0,280.2,1012.2,0.0,1.5,11
384,2013.0,3.0,17.0,1.0,162.0,279.5,1011.2,0.0,1.3,15
385,2013.0,3.0,17.0,2.0,176.0,278.6,1009.8,0.0,1.0,15
387,2013.0,3.0,17.0,4.0,183.0,278.9,1007.9,0.0,0.6,13
388,2013.0,3.0,17.0,5.0,180.0,278.3,1007.5,0.0,0.7,14
389,2013.0,3.0,17.0,6.0,184.0,277.2,1006.0,0.0,0.6,15
410,2013.0,3.0,18.0,3.0,36.0,284.4,996.4,0.0,1.569267569146752,6
411,2013.0,3.0,18.0,4.0,30.0,283.5,997.1,0.0,3.6,3
412,2013.0,3.0,18.0,5.0,20.0,281.6,999.8,0.0,1.569267569146752,5
413,2013.0,3.0,18.0,6.0,14.0,280.0,1001.4,0.0,3.4,5
414,2013.0,3.0,18.0,7.0,13.0,279.2,1002.4,0.0,1.569267569146752,4
415,2013.0,3.0,18.0,8.0,3.0,279.5,1003.2,0.0,1.569267569146752,5
416,2013.0,3.0,18.0,9.0,3.0,281.7,1003.5,0.0,1.569267569146752,6
417,2013.0,3.0,18.0,10.0,13.0,282.4,1004.7,0.0,3.8,4
418,2013.0,3.0,18.0,11.0,6.0,283.5,1004.2,0.0,1.569267569146752,6
419,2013.0,3.0,18.0,12.0,8.0,284.7,1003.6,0.0,2.4,6
420,2013.0,3.0,18.0,13.0,12.0,284.9,1002.1,0.0,3.2,3
421,2013.0,3.0,18.0,14.0,12.0,285.0,1000.9,0.0,1.9,5
422,2013.0,3.0,18.0,15.0,14.0,284.5,1000.4,0.0,1.7,8
423,2013.0,3.0,18.0,16.0,15.0,283.7,1000.0,0.0,3.9,11
424,2013.0,3.0,18.0,17.0,3.0,282.7,1000.4,0.0,1.569267569146752,8
425,2013.0,3.0,18.0,18.0,28.0,280.2,1001.3,0.0,4.1,8
426,2013.0,3.0,18.0,19.0,78.0,278.4,1002.9,0.0,1.569267569146752,11
427,2013.0,3.0,18.0,20.0,55.0,277.4,1003.7,0.1,1.569267569146752,8
428,2013.0,3.0,18.0,21.0,38.0,276.7,1004.0,0.0,2.9,10
429,2013.0,3.0,18.0,22.0,37.0,275.9,1004.0,0.0,2.0,8
430,2013.0,3.0,18.0,23.0,37.0,275.6,1004.9,0.0,2.1,8
431,2013.0,3.0,19.0,0.0,31.0,275.5,1005.5,0.0,1.9,5
432,2013.0,3.0,19.0,1.0,30.0,275.0,1006.0,0.0,2.7,4
433,2013.0,3.0,19.0,2.0,31.0,274.2,1005.4,0.0,1.7,4
434,2013.0,3.0,19.0,3.0,33.0,273.8,1005.8,0.0,1.5,1
435,2013.0,3.0,19.0,4.0,31.0,273.1,1005.4,0.0,1.4,3
